Season,Team/Season,Team,Team ID,Team ID/Season,Conference,Conference/Season,Conference 5=> rec,Conference OR,Conference SRS,Conference Age,pre playoff odds,pre playoff odds rank,pre season odds,champion,champion share,make playoffs,top 3 conference,rk conference,overall record,over500 rec,over600 rec,20 =< wins,5 => rec,sum coach playoff games,sum coy shares,sum playoff games,sum champion,sum champion share,sum mvp shares,sum all defense,sum all nba,sum dpoy shares,sum smoy shares,sum mip shares,sum all stars,sum player L1Y cs,sum player L3Y cs,sum player L5Y cs,sum player L8Y cs,sum player L10Y cs,sum L3Y mvp shares ,sum L5Y  mvp shares,sum franchise L1Y cs,sum franchise L3Y cs,sum franchise L5Y cs,sum franchise L8Y cs,sum franchise L10Y cs,team_rating_custom,max_player_rating_custom,curr/past mvp or past fmvp,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG_opp,FGA_opp,FG%_opp,3P_opp,3PA_opp,3P%_opp,2P_opp,2PA_opp,2P%_opp,FT_opp,FTA_opp,FT%_opp,ORB_opp,DRB_opp,TRB_opp,AST_opp,STL_opp,BLK_opp,TOV_opp,PF_opp,PTS_opp,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense Four Factors|eFG%,Offense Four Factors|TOV%,Offense Four Factors|ORB%,Offense Four Factors|FT/FGA,Defense Four Factors|eFG%,Defense Four Factors|TOV%,Defense Four Factors|DRB%,Defense Four Factors|FT/FGA
2002,Utah Jazz 2002,Utah Jazz,20,20 2002,West,West 2002,0.506673295,0.519163763,1.09,27.05714286,3000,15,2000,0,0.066666667,1,0,8,0.536585366,0.391304348,0.208333333,4,0.5,149,0.684,665,0,24,4.46,10,25,0.043,0.782,0.63,23,1.133333333,4.066666667,12.2,19.13333333,21.73333333,0.977,2.567,0.133333333,0.733333333,2.466666667,3.8,4.533333333,19.14484286,58.132985,1,35,77.7,0.45,3.4,10.3,0.333,31.6,67.5,0.468,22.6,29.6,0.763,13.5,28.6,42.2,24.4,9.1,6.4,16.5,24,96,33.9,75.8,0.447,5.7,14.8,0.383,28.2,61,0.462,21.7,28.1,0.771,11.3,26.9,38.2,19.3,9.1,6.7,16.7,25.2,95.1,29.9,44,38,44,38,0.89,0.32,1.21,105.6,104.6,1,90.3,0.381,0.132,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286
2002,Philadelphia 76ers 2002,Philadelphia 76ers,2,2 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,1500,7,1000,0,0.133333333,1,0,6,0.524390244,0.425531915,0.411764706,6,0.421052632,124,1.387,462,0,17.33333333,1.287,7,7,2.165,0.46,0.196,10,5.266666667,9.8,12.33333333,15.73333333,16.86666667,1.283,1.287,0.8,1.333333333,1.333333333,1.333333333,1.333333333,16.39569083,72.17442,1,34.2,78.5,0.436,2.6,8.7,0.299,31.6,69.8,0.453,20,25.7,0.779,13.3,30.9,44.2,20,8.6,4.4,15.3,20.1,91,33.8,79.3,0.426,5.3,16.1,0.331,28.5,63.1,0.451,16.5,21.9,0.751,12,28.6,40.6,21.6,8,5.6,14.7,22.3,89.4,29,43,39,46,36,1.6,-0.33,1.27,102.1,100.3,1.8,88.9,0.327,0.111,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208
2002,Toronto Raptors 2002,Toronto Raptors,12,12 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,2200,13,1500,0,0.133333333,1,0,7,0.512195122,0.416666667,0.388888889,2,0.533333333,169,1.426,429,2,15.53333333,2.659,9,14,1.969,0.784,0.061,15,4.4,6.733333333,9.2,13.06666667,13.73333333,0.052,0.135,0.4,0.4,0.4,0.4,0.4,13.61311967,55.137745,1,35.6,82,0.434,4.7,13.5,0.349,30.9,68.5,0.451,15.5,20.9,0.739,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6,91.4,34.4,77.9,0.441,4.6,13.3,0.346,29.8,64.6,0.461,18.5,24.5,0.752,12.1,29.7,41.8,19.9,7.7,4.8,15.2,19.7,91.8,29.3,42,40,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,0.255,0.165,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237
2002,Indiana Pacers 2002,Indiana Pacers,29,29 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,3500,16,3000,0,0.133333333,1,0,7,0.512195122,0.361702128,0.333333333,3,0.55,4,0,210,0,9,0.003,0,3,0,0.008,0.466,5,1.2,6.533333333,7.333333333,8.8,8.866666667,0.001,0.003,0.066666667,1.533333333,2.2,3.666666667,3.733333333,16.247001,41.162015,0,35.8,80.2,0.446,4.9,14.6,0.339,30.9,65.7,0.47,20.3,26.3,0.772,11.3,31.3,42.7,23,8,5.3,15.2,22.9,96.8,36.3,82.9,0.438,5.1,14.6,0.348,31.2,68.3,0.457,18.8,25.1,0.749,12.8,30.7,43.4,21.6,7.5,5.7,14.3,22.6,96.5,26.1,42,40,42,40,0.27,-0.34,-0.07,104.1,103.8,0.3,91.9,0.328,0.182,0.527,0.477,14.2,27,0.253,0.469,13.2,71,0.227
2002,Milwaukee Bucks 2002,Milwaukee Bucks,3,3 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,999999,17,1000,0,0,0,0,9,0.5,0.47826087,0.294117647,4,0.5,120,0.586,443,4,19.33333333,0.014,1,2,0.041,0.804,0,5,7.666666667,9.133333333,12.8,18.33333333,19.33333333,0.008,0.014,0.666666667,0.8,0.8,0.8,0.8,15.86481308,53.47303,0,37.1,80.2,0.462,7.2,19.3,0.375,29.9,60.9,0.49,16.1,21.5,0.748,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,97.5,36.8,83.5,0.441,6,16.8,0.358,30.8,66.7,0.461,18.2,24,0.757,12.8,29.7,42.5,23,7.3,4.4,12.9,20,97.7,28.9,41,41,40,42,-0.22,-0.4,-0.62,106.9,107.1,-0.2,90.2,0.269,0.241,0.544,0.507,13.6,25.6,0.201,0.477,12,70.9,0.217
2002,Los Angeles Clippers 2002,Los Angeles Clippers,25,25 2002,West,West 2002,0.506673295,0.519163763,1.09,27.05714286,999999,17,2500,0,0,0,0,9,0.475609756,0.3,0.333333333,6,0.458333333,5,0.032,32,0,1.2,0,0,0,0,0,0.008,0,0,0.2,0.933333333,1.2,1.2,0,0,0,0,0,0,0.266666667,15.31106667,51.12,0,36.2,81.3,0.445,5,14,0.356,31.2,67.3,0.464,18.3,24.7,0.739,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,95.7,37.5,83.7,0.448,5,14,0.355,32.5,69.8,0.466,16.2,21.7,0.745,13,29,42,22.7,7.5,5.4,12.9,21.6,96.1,24.4,39,43,40,42,-0.46,0.38,-0.09,105.5,106,-0.5,90.1,0.304,0.172,0.519,0.476,13.8,31.3,0.225,0.477,12.1,69.9,0.194
2002,Washington Wizards 2002,Washington Wizards,19,19 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,999999,17,2500,0,0,0,0,10,0.451219512,0.288461538,0.166666667,5,0.565217391,38,0.193,281,7,12.06666667,8.102,9,11,0.795,0,0.037,12,1,1.333333333,3.666666667,6.866666667,9.466666667,0,1.766,0,0,0,0,0,12.76328643,45.61501,1,35.8,81.3,0.441,3.7,9.6,0.388,32.1,71.7,0.448,17.4,22.8,0.765,12.9,29.2,42,20.9,7,4.3,13,21.5,92.8,36,79.7,0.452,5.1,14.5,0.354,30.9,65.2,0.474,17,22.5,0.755,11.7,29,40.7,22.2,7,5,13.4,20.9,94.2,27.5,37,45,37,45,-1.4,-0.17,-1.58,104.8,106.4,-1.6,88.3,0.28,0.118,0.508,0.464,12.5,30.7,0.214,0.484,13,71.4,0.214
2002,Miami Heat 2002,Miami Heat,13,13 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,999999,17,1200,0,0,0,0,11,0.43902439,0.38,0.294117647,3,0.5625,255,2.333,275,0,7.2,0.968,5,4,1.401,0.17,0.183,7,0.066666667,2.733333333,4.2,5.733333333,6.4,0.958,0.963,0,0.533333333,1.2,1.333333333,1.333333333,9.063725882,46.8905,0,34.2,77.8,0.439,3.8,11,0.347,30.4,66.9,0.454,15.1,20.8,0.724,11,31,42,20.3,6.7,5.5,14.8,22.5,87.2,32.5,76.6,0.425,4.6,13.5,0.342,27.9,63,0.442,19.1,25.9,0.736,10.9,30.3,41.2,17.8,7.6,4.3,13.8,20.8,88.7,30.1,36,46,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,0.268,0.141,0.501,0.463,14.6,26.6,0.194,0.455,13.6,74,0.249
2002,Phoenix Suns 2002,Phoenix Suns,4,4 2002,West,West 2002,0.506673295,0.519163763,1.09,27.05714286,999999,17,3000,0,0,0,0,10,0.43902439,0.4,0.375,7,0.416666667,13,0.008,272,0,9.4,0.343,2,4,0.018,0.583,0.1,9,0.333333333,2.2,3.8,6.8,8.266666667,0.001,0.002,0.066666667,0.333333333,0.533333333,1.4,2.533333333,14.37324682,48.0645,0,37.8,84.6,0.447,4.4,13.4,0.327,33.4,71.2,0.469,15.2,19.9,0.767,13.1,29.6,42.7,22.4,8.1,4.9,14.7,21.8,95.1,36.1,81.3,0.444,5.3,14.7,0.358,30.8,66.5,0.463,18.4,24.5,0.751,12.6,30.4,43,22.2,8.4,5.8,15.4,18.5,95.8,26.5,36,46,39,43,-0.68,0.39,-0.3,103.3,104,-0.7,91.4,0.235,0.158,0.51,0.472,13.6,30.1,0.18,0.476,14.4,70.2,0.227
2002,Atlanta Hawks 2002,Atlanta Hawks,22,22 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,999999,17,10000,0,0,0,0,12,0.402439024,0.274509804,0.235294118,4,0.538461538,0,0,185,4,9.8,0,1,0,0.05,0.459,0.377,0,0.133333333,2.733333333,7.8,9.8,9.8,0,0,0,0.2,0.533333333,1.133333333,1.133333333,4.453088235,39.63,0,35.4,80.6,0.439,5.2,14.6,0.354,30.2,66,0.458,18.1,23.7,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94,37.4,81.4,0.459,5.8,16.2,0.355,31.6,65.2,0.485,17.8,23.9,0.744,12.2,30.8,43,22.6,8.6,6.2,15.1,20.1,98.3,25.7,33,49,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,0.294,0.181,0.517,0.471,14.6,27.5,0.225,0.495,14.1,70.9,0.218
2002,New York Knicks 2002,New York Knicks,18,18 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,999999,17,1200,0,0,0,0,13,0.365853659,0.34,0.166666667,2,0.387096774,80,0.728,613,1,23.26666667,0.005,1,1,0.009,0.016,0.378,7,1.466666667,12.66666667,19.13333333,22.06666667,22.6,0.001,0.001,0.133333333,1.533333333,2.2,3.8,4.8,5.5475375,29.3315,0,34.4,79.5,0.432,5.8,16.4,0.353,28.6,63.1,0.453,17.1,21.8,0.787,10.7,30,40.7,21,6.8,3.5,14.5,22,91.6,35.7,80.1,0.445,5.4,15.3,0.353,30.3,64.8,0.467,18.9,25,0.757,11.7,31,42.7,21.5,8.4,4.7,13.5,20.4,95.6,30.3,30,52,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,0.274,0.206,0.514,0.468,14,25.6,0.216,0.479,12.9,71.9,0.236
2002,Cleveland Cavaliers 2002,Cleveland Cavaliers,15,15 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,999999,17,12000,0,0,0,0,14,0.353658537,0.254901961,0.277777778,2,0.363636364,14,0.061,152,0,4.266666667,0,0,0,0,0,0.046,1,1.666666667,2.6,2.866666667,3.933333333,4,0,0,0,0,0.066666667,0.133333333,0.933333333,6.7084,40.21,0,36,80.3,0.448,4.7,12.5,0.377,31.2,67.8,0.461,18.6,24.1,0.772,11.8,30.3,42.1,23.1,7,5.7,14.6,21.4,95.3,37.2,81.4,0.457,5.8,14.6,0.394,31.5,66.8,0.471,18.4,24.6,0.748,11.3,29,40.4,24.3,7.3,5.6,13,20,98.6,26,29,53,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,0.301,0.156,0.524,0.477,13.8,28.9,0.232,0.493,12.3,72.8,0.226
2002,Houston Rockets 2002,Houston Rockets,31,31 2002,West,West 2002,0.506673295,0.519163763,1.09,27.05714286,999999,17,4500,0,0,0,0,11,0.341463415,0.32,0.208333333,1,0.378378378,90,0.364,164,1,5,0.124,0,3,0,0.058,0.405,4,0.133333333,2.333333333,3.466666667,3.933333333,3.933333333,0,0.123,0,0.066666667,0.8,3,3.4,6.40733,34.28,0,34.6,80.8,0.428,6,18,0.335,28.5,62.8,0.455,17.1,23.1,0.741,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18,92.3,38.9,83.8,0.464,4.5,12.5,0.36,34.4,71.3,0.482,14.9,19.8,0.752,12.7,30.6,43.3,22.4,7,5.1,12,20.1,97.2,25.9,28,54,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,0.286,0.223,0.507,0.465,13.4,29,0.211,0.491,11.5,69.8,0.178
2002,Denver Nuggets 2002,Denver Nuggets,1,1 2002,West,West 2002,0.506673295,0.519163763,1.09,27.05714286,999999,17,8000,0,0,0,0,12,0.329268293,0.24,0.166666667,2,0.5,12,0,161,3,6.333333333,0,0,1,0,0,0.29,1,1.133333333,1.866666667,2.866666667,3.266666667,5.333333333,0,0,0,0,0,0.4,0.4,-0.258423077,11.383,0,35.5,83.8,0.424,5.2,15.7,0.329,30.4,68.1,0.446,15.9,21.4,0.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2,36.6,79.8,0.459,5.2,14.3,0.361,31.5,65.5,0.481,19.5,26.1,0.747,12.1,30.8,43,24,8.2,6.8,14.3,20.1,98,28.2,27,55,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,0.256,0.187,0.495,0.455,13.6,30.6,0.19,0.492,13.6,69.9,0.245
2002,Memphis Grizzlies 2002,Memphis Grizzlies,7,7 2002,West,West 2002,0.506673295,0.519163763,1.09,27.05714286,999999,17,8000,0,0,0,0,13,0.280487805,0.24,0.083333333,1,0.5,0,0,168,0,5.8,0,0,0,0.009,0.009,0.598,0,1.066666667,2.266666667,3.133333333,5.6,5.733333333,0,0,0,0,0,0,0,-0.833352941,26.92,0,34.8,79.7,0.436,4.1,13.4,0.307,30.7,66.3,0.462,16.3,23,0.708,12,29.4,41.4,21.8,7.9,6,16.4,19.2,89.9,38,83.3,0.457,4.9,13.6,0.358,33.2,69.7,0.476,16.4,21.8,0.753,13.8,31.2,45.1,23.9,9.5,5.6,14.7,21.8,97.3,25.5,23,59,20,62,-7.44,0.7,-6.74,98.2,106.3,-8.1,91.1,0.288,0.168,0.501,0.462,15.4,27.8,0.204,0.486,13.7,68,0.197
2002,Chicago Bulls 2002,Chicago Bulls,9,9 2002,East,East 2002,0.504404002,0.482113821,-1.014666667,27.76666667,999999,17,15000,0,0,0,0,15,0.256097561,0.18,0.166666667,2,0.461538462,0,0,164,0,6.266666667,0,2,0,0.03,0,0,1,0.8,1.466666667,2.8,4.4,5.4,0,0,0,0,2,3.733333333,5.733333333,-8.3188,-1.09,0,34.3,79.2,0.433,3.7,10.6,0.346,30.6,68.6,0.447,17.2,23.9,0.722,11.3,28.8,40,22.2,7.7,4.4,15.3,22.4,89.5,36.9,79.4,0.465,5.1,14.4,0.358,31.8,65.1,0.488,19,25.5,0.746,11.5,31.1,42.6,25.2,8.3,4.9,14.4,21,98,25.5,21,61,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.497,13.7,71.4,0.239
2002,Golden State Warriors 2002,Golden State Warriors,8,8 2002,West,West 2002,0.506673295,0.519163763,1.09,27.05714286,999999,17,25000,0,0,0,0,14,0.256097561,0.16,0.166666667,1,0.277777778,12,0.191,91,0,1.866666667,0.001,6,0,0.221,0,0.107,1,0,0.4,1.133333333,1.8,1.866666667,0,0,0,0,0,0,0.066666667,5.116654231,28.45,0,36.6,85.2,0.429,3.9,12.1,0.322,32.7,73.1,0.447,20.6,28.6,0.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23,97.7,39.2,85.3,0.459,4.9,14.2,0.348,34.3,71.1,0.482,19.8,25.9,0.763,13.4,29.9,43.3,24.4,8.6,6.2,14.3,23.8,103.1,24.8,21,61,26,56,-5.4,0.61,-4.8,102.8,108.5,-5.7,94.5,0.335,0.142,0.499,0.452,14.7,35.3,0.242,0.488,12.9,69.4,0.232
2001,San Antonio Spurs 2001,San Antonio Spurs,24,24 2001,West,West 2001,0.504092244,0.542682927,1.603571429,27.86428571,200,1,600,0,0.466666667,1,1,1,0.707317073,0.615384615,0.6,14,0.294117647,30,0.034,588,11,23.6,4.103,11,12,1.333,0.036,0.168,15,0.6,11.4,14.4,18.6,21.46666667,0.996,1.504,0.066666667,1.333333333,1.666666667,2.666666667,2.733333333,33.85316767,76.2088,1,35.2,76.4,0.461,5.4,13.3,0.407,29.7,63,0.472,20.4,28.5,0.715,11,33.1,44.1,21.7,6.9,7,14,18.9,96.2,34.6,82.6,0.419,4.2,12.7,0.329,30.4,69.8,0.435,15,20.3,0.741,11.8,29.7,41.5,19.7,7.3,5.2,13.5,23.7,88.4,29.5,58,24,63,19,7.76,0.16,7.92,106.6,98,8.6,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182
2001,Philadelphia 76ers 2001,Philadelphia 76ers,2,2 2001,East,East 2001,0.482158723,0.460162602,-1.493333333,27.50666667,700,3,1800,0,0.8,1,1,1,0.682926829,0.531914894,0.545454545,8,0.65,101,0.702,253,0,8.933333333,0.383,5,3,1.765,0,0.251,8,3.733333333,5.666666667,7.666666667,8.6,8.933333333,0.379,0.383,0.333333333,0.533333333,0.533333333,0.533333333,0.8,26.67949346,84.4409,1,35.4,79.1,0.447,3.2,9.8,0.326,32.2,69.3,0.464,20.7,27.8,0.745,13.1,31.7,44.8,20.6,8.4,5,15.8,20.4,94.7,35,81.7,0.429,5.2,15.2,0.342,29.8,66.5,0.448,15.2,20.2,0.749,12,28.9,40.9,21.6,8.2,5.6,15.4,23.6,90.4,28.2,56,26,54,28,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.351,0.124,0.518,0.468,14.7,31.2,0.262,0.46,14.5,72.5,0.186
2001,Los Angeles Lakers 2001,Los Angeles Lakers,11,11 2001,West,West 2001,0.504092244,0.542682927,1.603571429,27.86428571,300,2,180,1,1,1,1,2,0.682926829,0.596153846,0.6,5,0.678571429,175,1.578,796,16,32.33333333,2.298,6,9,0.253,0.267,0.051,9,8.266666667,14.6,21,27.66666667,30.53333333,1.343,1.405,1,1.666666667,2,2.466666667,3.333333333,25.54083267,86.25998,1,37.9,81.5,0.465,5.4,15.5,0.344,32.6,66,0.494,19.4,28.5,0.683,13.2,31.5,44.7,23,6.9,6,14.4,22.8,100.6,36.4,83.1,0.438,5,14.2,0.354,31.3,68.9,0.455,19.5,25.8,0.754,12,29.4,41.3,20.2,7.5,4,13.1,24.4,97.2,29.2,56,26,51,31,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,0.498,13.3,31.1,0.238,0.468,12.2,72.5,0.234
2001,Sacramento Kings 2001,Sacramento Kings,23,23 2001,West,West 2001,0.504092244,0.542682927,1.603571429,27.86428571,700,3,3500,0,0.2,1,1,3,0.670731707,0.576923077,0.533333333,13,0.555555556,79,0.272,216,0,6.866666667,0.122,0,2,0,0.008,0.21,2,1.266666667,3.066666667,4,5.733333333,6.6,0.122,0.122,0.133333333,0.266666667,0.333333333,0.333333333,0.333333333,30.95490071,79.29861,0,38.2,85,0.449,5.8,16.5,0.354,32.4,68.5,0.472,19.5,25.3,0.771,12,33,45,22.6,9.7,5.3,14.9,19.5,101.7,37.6,87.1,0.432,4.9,13.8,0.355,32.8,73.3,0.447,15.7,21,0.749,13.7,32.2,45.9,22.1,8.1,5.8,16.3,21.5,95.9,27.1,55,27,57,25,5.82,0.25,6.07,105.6,99.6,6,94.4,0.298,0.194,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.181
2001,Utah Jazz 2001,Utah Jazz,20,20 2001,West,West 2001,0.504092244,0.542682927,1.603571429,27.86428571,1500,8,1500,0,0.133333333,1,0,4,0.646341463,0.519230769,0.333333333,7,0.611111111,144,0.676,762,0,28.13333333,4.443,10,24,0.043,1.266,0.599,24,2.266666667,8.533333333,16.8,23.06666667,26.06666667,1.689,2.635,0.266666667,1.466666667,3,3.8,4.666666667,27.11044393,76.4104,1,36.1,76.7,0.471,4,10.4,0.381,32.1,66.3,0.485,20.9,27.8,0.752,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7,97.1,32.5,74.1,0.439,5,14.6,0.343,27.5,59.5,0.462,22.3,29.2,0.765,10.7,26.6,37.3,19.1,8.5,5.5,16.1,24.5,92.4,32,53,29,55,27,4.7,0.31,5,107.6,102.4,5.2,89.8,0.363,0.135,0.546,0.497,15.1,30.2,0.273,0.473,15.6,73.2,0.301
2001,Dallas Mavericks 2001,Dallas Mavericks,5,5 2001,West,West 2001,0.504092244,0.542682927,1.603571429,27.86428571,1800,9,7500,0,0.266666667,1,0,4,0.646341463,0.519230769,0.4,10,0.55,112,1.641,206,2,8.8,0.002,0,1,0,0.008,0.405,2,0.266666667,1.733333333,3.933333333,6.466666667,7.933333333,0.002,0.002,0,0,0,0,0,28.220215,71.42,0,37.6,81.9,0.459,6.3,16.5,0.381,31.3,65.4,0.479,18.9,23.8,0.794,10.1,31.4,41.5,21.2,7.5,6,13.9,23.3,100.5,35.8,81.6,0.439,4.6,13.9,0.334,31.2,67.7,0.46,19.9,27.2,0.731,13,32,45,21.7,7.6,4.6,15.5,22.5,96.2,26.6,53,29,53,29,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.291,0.202,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244
2001,Milwaukee Bucks 2001,Milwaukee Bucks,3,3 2001,East,East 2001,0.482158723,0.460162602,-1.493333333,27.50666667,1000,5,2200,0,0.666666667,1,1,2,0.634146341,0.52173913,0.619047619,9,0.583333333,102,0.554,361,7,14.13333333,0.001,0,0,0,0.097,0.106,2,1.133333333,3.2,5.666666667,9.4,12.86666667,0.001,0.001,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,22.64870033,68.784,0,38,82.9,0.458,6.9,18.1,0.379,31.1,64.8,0.48,18,22.9,0.787,11.9,30.5,42.4,22.5,8.2,4.7,13.7,23.5,100.7,35.5,80.8,0.439,5.4,15.2,0.352,30.2,65.6,0.46,20.5,26.7,0.768,12.4,30.4,42.7,23,7.2,4.3,15.5,21.7,96.9,28.2,52,30,52,30,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253
2001,Phoenix Suns 2001,Phoenix Suns,4,4 2001,West,West 2001,0.504092244,0.542682927,1.603571429,27.86428571,4000,11,1500,0,0.066666667,1,0,6,0.62195122,0.596153846,0.566666667,5,0.615384615,9,0.008,450,3,15.4,0.51,3,5,0.033,1.778,0.313,9,2.266666667,4.933333333,7.266666667,12.46666667,14.33333333,0.161,0.481,0.266666667,0.333333333,0.533333333,2.2,2.533333333,23.19542692,54.627835,0,35.9,82.4,0.436,4,12.9,0.315,31.9,69.5,0.458,18.2,24.1,0.755,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94,34,78.3,0.435,4,11.4,0.349,30.1,66.9,0.449,19.7,25.9,0.761,11,31.6,42.6,20.1,8.3,5.1,17.5,22.2,91.8,28.6,51,31,48,34,2.21,0.42,2.63,100.3,98,2.3,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252
2001,Portland Trail Blazers 2001,Portland Trail Blazers,30,30 2001,West,West 2001,0.504092244,0.542682927,1.603571429,27.86428571,1200,6,600,0,0,1,0,7,0.609756098,0.557692308,0.466666667,10,0.368421053,56,0.438,994,10,39.53333333,0.812,10,12,0.512,1.394,0.246,19,7.533333333,14.66666667,21.2,29.8,34.93333333,0.024,0.295,0.666666667,1.2,1.4,1.533333333,3,25.97831625,61.858505,0,36.6,78.3,0.468,4.5,12.9,0.349,32.1,65.4,0.492,17.6,23.2,0.762,11.7,30.3,42,23.9,8.2,5.1,15.3,21.3,95.4,34.4,78.5,0.438,5,13.5,0.368,29.4,65,0.452,17.5,23.5,0.744,11.5,27.3,38.8,21.3,7.9,4,14.8,21.2,91.2,30.1,50,32,53,29,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.296,0.165,0.539,0.497,14.8,30,0.225,0.47,14.3,72.4,0.223
2001,Miami Heat 2001,Miami Heat,13,13 2001,East,East 2001,0.482158723,0.460162602,-1.493333333,27.50666667,1200,6,1800,0,0,1,1,3,0.609756098,0.446808511,0.333333333,5,0.533333333,252,2.293,629,3,22.73333333,1.31,9,9,1.419,1.097,0.663,15,3.8,6.466666667,9.066666667,15.86666667,18.13333333,1.019,1.241,0.4,0.666666667,1.2,1.333333333,1.333333333,19.35000313,48.679,0,32.9,76.3,0.43,5.8,16.9,0.345,27,59.4,0.455,17.4,22.9,0.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21,88.9,32.9,76.4,0.431,4.4,13.3,0.331,28.5,63.1,0.452,16.3,22.2,0.737,11.1,30.8,42,17.3,7.3,5.2,15.5,22.2,86.6,30.9,50,32,48,34,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.299,0.221,0.515,0.469,13.7,24.3,0.227,0.46,15.3,72.7,0.214
2001,New York Knicks 2001,New York Knicks,18,18 2001,East,East 2001,0.482158723,0.460162602,-1.493333333,27.50666667,2200,10,700,0,0.133333333,1,0,4,0.585365854,0.531914894,0.538461538,10,0.592592593,64,0.009,639,5,25.6,0.128,1,4,0.009,0.008,0.481,10,7.333333333,16.86666667,22,24.53333333,24.93333333,0.007,0.124,0.6,1.666666667,2.333333333,4.266666667,4.666666667,21.04779571,43.039,0,33.6,75.6,0.444,4.8,13.6,0.351,28.8,62,0.465,16.8,21.1,0.796,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7,31.3,75.1,0.417,5.4,15.4,0.352,25.9,59.7,0.434,18,24.6,0.733,10.6,29.5,40.1,19.2,7.3,4.1,14.8,21.4,86.1,29.8,48,34,50,32,2.63,-0.65,1.98,101.2,98.2,3,86.7,0.279,0.18,0.523,0.476,14.6,24.2,0.222,0.453,14.7,74.3,0.24
2001,Minnesota Timberwolves 2001,Minnesota Timberwolves,27,27 2001,West,West 2001,0.504092244,0.542682927,1.603571429,27.86428571,6000,15,1500,0,0.066666667,1,0,8,0.573170732,0.519230769,0.5,4,0.684210526,16,0.009,191,0,5.2,0.348,1,2,0.034,0,0.114,5,0.8,1.8,1.866666667,4.6,5.2,0.345,0.348,0.066666667,0.266666667,0.266666667,0.266666667,0.266666667,19.13208267,68.663725,0,38.4,83.8,0.458,3.9,11,0.357,34.5,72.8,0.473,16.6,21.2,0.785,12.2,30.1,42.3,25.4,8.3,5.6,13.9,23.2,97.3,36.3,80.3,0.452,4.3,12.1,0.351,32,68.2,0.47,19.1,26.4,0.724,11.8,30.5,42.3,22.4,7.1,4.4,15.2,20.2,96,27.4,47,35,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,0.482,13,28.6,0.199,0.478,14.2,71.9,0.238
